step,body,x,y
773,8,-37.7540,-30.3452
774,0,-15.4420,-6.4241
774,1,-1.4599,-3.5342
774,2,-45.6560,-28.1021
774,3,-45.6753,-21.5514
774,4,36.1277,-28.4015
774,5,2.6483,-55.0694
774,6,-38.5480,-68.6233
774,7,-27.7326,-29.5378
774,8,-37.8307,-30.3514
775,0,-15.4669,-6.4678
775,1,-1.4594,-3.5361
775,2,-45.7247,-28.1481
775,3,-45.6522,-21.5743
775,4,36.1616,-28.4073
775,5,2.6301,-55.1536
775,6,-38.6177,-68.7023
775,7,-27.7296,-29.6056
775,8,-37.9074,-30.3574
776,0,-15.4918,-6.5115
776,1,-1.4589,-3.5381
776,2,-45.7931,-28.1939
776,3,-45.6290,-21.5975
776,4,36.1954,-28.4132
776,5,2.6120,-55.2378
776,6,-38.6874,-68.7812
776,7,-27.7268,-29.6734
776,8,-37.9842,-30.3634
777,0,-15.5167,-6.5552
777,1,-1.4586,-3.5401
777,2,-45.8612,-28.2395
777,3,-45.6057,-21.6212
777,4,36.2292,-28.4190
777,5,2.5938,-55.3220
777,6,-38.7571,-68.8601
777,7,-27.7242,-29.7412
777,8,-38.0611,-30.3692
778,0,-15.5416,-6.5989
778,1,-1.4583,-3.5421
778,2,-45.9289,-28.2849
778,3,-45.5822,-21.6452
778,4,36.2630,-28.4248
778,5,2.5756,-55.4061
778,6,-38.8268,-68.9390
778,7,-27.7218,-29.8089
778,8,-38.1381,-30.3749
779,0,-15.5666,-6.6427
779,1,-1.4582,-3.5442
779,2,-45.9962,-28.3301
779,3,-45.5586,-21.6697
779,4,36.2967,-28.4306
779,5,2.5574,-55.4902
779,6,-38.8964,-69.0178
779,7,-27.7196,-29.8766
779,8,-38.2152,-30.3804
780,0,-15.5915,-6.6865
780,1,-1.4581,-3.5463
780,2,-46.0632,-28.3752
780,3,-45.5349,-21.6945
780,4,36.3304,-28.4364
780,5,2.5391,-55.5743
780,6,-38.9661,-69.0965
780,7,-27.7177,-29.9443
780,8,-38.2924,-30.3858
781,0,-15.6164,-6.7304
781,1,-1.4582,-3.5485
781,2,-46.1299,-28.4201
781,3,-45.5110,-21.7197
781,4,36.3641,-28.4422
781,5,2.5209,-55.6584
781,6,-39.0358,-69.1753
781,7,-27.7159,-30.0120
781,8,-38.3697,-30.3911
782,0,-15.6414,-6.7743
782,1,-1.4584,-3.5507
782,2,-46.1962,-28.4649
782,3,-45.4870,-21.7452
782,4,36.3978,-28.4480
782,5,2.5027,-55.7424
782,6,-39.1054,-69.2540
782,7,-27.7144,-30.0796
782,8,-38.4471,-30.3963
783,0,-15.6663,-6.8183
783,1,-1.4586,-3.5530
783,2,-46.2621,-28.5095
783,3,-45.4629,-21.7712
783,4,36.4315,-28.4538
783,5,2.4844,-55.8264
783,6,-39.1751,-69.3326
783,7,-27.7130,-30.1472
783,8,-38.5246,-30.4013
784,0,-15.6912,-6.8622
784,1,-1.4590,-3.5553
784,2,-46.3276,-28.5539
784,3,-45.4387,-21.7975
784,4,36.4652,-28.4596
784,5,2.4661,-55.9104
784,6,-39.2447,-69.4113
784,7,-27.7119,-30.2147
784,8,-38.6021,-30.4062
785,0,-15.7162,-6.9063
785,1,-1.4594,-3.5576
785,2,-46.3928,-28.5981
785,3,-45.4144,-21.8243
785,4,36.4988,-28.4654
785,5,2.4478,-55.9943
785,6,-39.3143,-69.4898
785,7,-27.7109,-30.2822
785,8,-38.6798,-30.4110
786,0,-15.7412,-6.9503
786,1,-1.4600,-3.5600
786,2,-46.4575,-28.6422
786,3,-45.3899,-21.8514
786,4,36.5324,-28.4712
786,5,2.4295,-56.0782
786,6,-39.3839,-69.5684
786,7,-27.7101,-30.3497
786,8,-38.7577,-30.4157
787,0,-15.7661,-6.9944
787,1,-1.4607,-3.5624
787,2,-46.5219,-28.6861
787,3,-45.3654,-21.8789
787,4,36.5660,-28.4770
787,5,2.4112,-56.1621
787,6,-39.4535,-69.6469
787,7,-27.7096,-30.4171
787,8,-38.8356,-30.4202
788,0,-15.7911,-7.0385
788,1,-1.4614,-3.5649
788,2,-46.5860,-28.7299
788,3,-45.3407,-21.9067
788,4,36.5996,-28.4828
788,5,2.3928,-56.2460
788,6,-39.5232,-69.7254
788,7,-27.7092,-30.4845
788,8,-38.9136,-30.4246
789,0,-15.8161,-7.0827
789,1,-1.4623,-3.5674
789,2,-46.6496,-28.7735
789,3,-45.3159,-21.9350
789,4,36.6331,-28.4886
789,5,2.3745,-56.3298
789,6,-39.5927,-69.8038
789,7,-27.7090,-30.5519
789,8,-38.9918,-30.4289
790,0,-15.8411,-7.1269
790,1,-1.4633,-3.5700
790,2,-46.7128,-28.8169
790,3,-45.2910,-21.9636
790,4,36.6666,-28.4944
790,5,2.3561,-56.4136
790,6,-39.6623,-69.8822
790,7,-27.7090,-30.6192
790,8,-39.0701,-30.4330
791,0,-15.8661,-7.1711
791,1,-1.4643,-3.5726
791,2,-46.7756,-28.8602
791,3,-45.2660,-21.9926
791,4,36.7001,-28.5002
791,5,2.3377,-56.4974
791,6,-39.7319,-69.9605
791,7,-27.7091,-30.6865
791,8,-39.1485,-30.4370
792,0,-15.8911,-7.2154
792,1,-1.4655,-3.5752
792,2,-46.8380,-28.9033
792,3,-45.2409,-22.0220
792,4,36.7336,-28.5060
792,5,2.3193,-56.5811
792,6,-39.8015,-70.0389
792,7,-27.7095,-30.7537
792,8,-39.2270,-30.4409
793,0,-15.9161,-7.2597
793,1,-1.4667,-3.5779
793,2,-46.9000,-28.9463
793,3,-45.2157,-22.0518
793,4,36.7671,-28.5118
793,5,2.3009,-56.6649
793,6,-39.8711,-70.1171
793,7,-27.7100,-30.8209
793,8,-39.3057,-30.4447
794,0,-15.9411,-7.3041
794,1,-1.4681,-3.5806
794,2,-46.9616,-28.9891
794,3,-45.1904,-22.0820
794,4,36.8006,-28.5176
794,5,2.2825,-56.7485
794,6,-39.9406,-70.1954
794,7,-27.7107,-30.8880
794,8,-39.3845,-30.4483
795,0,-15.9661,-7.3485
795,1,-1.4695,-3.5834
795,2,-47.0228,-29.0318
795,3,-45.1650,-22.1125
795,4,36.8340,-28.5234
795,5,2.2641,-56.8322
795,6,-40.0102,-70.2736
795,7,-27.7116,-30.9551
795,8,-39.4635,-30.4518
796,0,-15.9912,-7.3929
796,1,-1.4710,-3.5862
796,2,-47.0836,-29.0744
796,3,-45.1395,-22.1435
796,4,36.8674,-28.5292
796,5,2.2456,-56.9159
796,6,-40.0797,-70.3518
796,7,-27.7126,-31.0222
796,8,-39.5426,-30.4552
797,0,-16.0162,-7.4374
797,1,-1.4727,-3.5891
797,2,-47.1439,-29.1167
797,3,-45.1140,-22.1748
797,4,36.9008,-28.5349
797,5,2.2271,-56.9995
797,6,-40.1492,-70.4299
797,7,-27.7138,-31.0892
797,8,-39.6218,-30.4584
798,0,-16.0413,-7.4819
798,1,-1.4744,-3.5920
798,2,-47.2038,-29.1590
798,3,-45.0883,-22.2065
798,4,36.9342,-28.5407
798,5,2.2087,-57.0830
798,6,-40.2188,-70.5080
798,7,-27.7152,-31.1562
798,8,-39.7012,-30.4615
799,0,-16.0663,-7.5264
799,1,-1.4762,-3.5950
799,2,-47.2633,-29.2011
799,3,-45.0625,-22.2385
799,4,36.9675,-28.5465
799,5,2.1902,-57.1666
799,6,-40.2883,-70.5860
799,7,-27.7168,-31.2231
799,8,-39.7808,-30.4644
800,0,-16.0914,-7.5710
800,1,-1.4781,-3.5979
800,2,-47.3224,-29.2430
800,3,-45.0366,-22.2710
800,4,37.0009,-28.5523
800,5,2.1717,-57.2501
800,6,-40.3578,-70.6641
800,7,-27.7185,-31.2899
800,8,-39.8605,-30.4673
801,0,-16.1164,-7.6156
801,1,-1.4801,-3.6010
801,2,-47.3810,-29.2848
801,3,-45.0107,-22.3039
801,4,37.0342,-28.5580
801,5,2.1531,-57.3336
801,6,-40.4273,-70.7420
801,7,-27.7204,-31.3567
801,8,-39.9404,-30.4700
802,0,-16.1415,-7.6602
802,1,-1.4822,-3.6041
802,2,-47.4391,-29.3265
802,3,-44.9846,-22.3371
802,4,37.0675,-28.5638
802,5,2.1346,-57.4171
802,6,-40.4968,-70.8200
802,7,-27.7224,-31.4235
802,8,-40.0204,-30.4725
803,0,-16.1666,-7.7049
803,1,-1.4844,-3.6072
803,2,-47.4968,-29.3681
803,3,-44.9585,-22.3707
803,4,37.1008,-28.5696
803,5,2.1161,-57.5006
803,6,-40.5663,-70.8979
803,7,-27.7246,-31.4902
803,8,-40.1006,-30.4749
804,0,-16.1917,-7.7496
804,1,-1.4867,-3.6104
804,2,-47.5541,-29.4094
804,3,-44.9323,-22.4048
804,4,37.1340,-28.5754
804,5,2.0975,-57.5840
804,6,-40.6358,-70.9758
804,7,-27.7269,-31.5569
804,8,-40.1809,-30.4772
805,0,-16.2168,-7.7943
805,1,-1.4891,-3.6136
805,2,-47.6109,-29.4507
805,3,-44.9059,-22.4392
805,4,37.1673,-28.5811
805,5,2.0789,-57.6674
805,6,-40.7052,-71.0536
805,7,-27.7294,-31.6235
805,8,-40.2615,-30.4793
806,0,-16.2419,-7.8391
806,1,-1.4915,-3.6169
806,2,-47.6673,-29.4918
806,3,-44.8795,-22.4740
806,4,37.2005,-28.5869
806,5,2.0603,-57.7507
806,6,-40.7747,-71.1314
806,7,-27.7321,-31.6901
806,8,-40.3422,-30.4813
807,0,-16.2671,-7.8840
807,1,-1.4941,-3.6202
807,2,-47.7232,-29.5328
807,3,-44.8530,-22.5092
807,4,37.2337,-28.5927
807,5,2.0417,-57.8341
807,6,-40.8442,-71.2092
807,7,-27.7349,-31.7566
807,8,-40.4230,-30.4832
808,0,-16.2922,-7.9288
808,1,-1.4967,-3.6235
808,2,-47.7786,-29.5737
808,3,-44.8265,-22.5448
808,4,37.2669,-28.5984
808,5,2.0231,-57.9174
808,6,-40.9136,-71.2869
808,7,-27.7378,-31.8230
808,8,-40.5041,-30.4849
809,0,-16.3173,-7.9737
809,1,-1.4994,-3.6269
809,2,-47.8336,-29.6144
809,3,-44.7998,-22.5808
809,4,37.3001,-28.6042
809,5,2.0045,-58.0007
809,6,-40.9830,-71.3646
809,7,-27.7409,-31.8894
809,8,-40.5854,-30.4864
810,0,-16.3425,-8.0186
810,1,-1.5023,-3.6303
810,2,-47.8881,-29.6550
810,3,-44.7731,-22.6172
810,4,37.3332,-28.6100
810,5,1.9858,-58.0839
810,6,-41.0525,-71.4423
810,7,-27.7442,-31.9558
810,8,-40.6668,-30.4878
811,0,-16.3677,-8.0636
811,1,-1.5052,-3.6338
811,2,-47.9421,-29.6955
811,3,-44.7462,-22.6540
811,4,37.3663,-28.6157
811,5,1.9672,-58.1672
811,6,-41.1219,-71.5199
811,7,-27.7475,-32.0221
811,8,-40.7484,-30.4891
812,0,-16.3928,-8.1086
812,1,-1.5082,-3.6374
812,2,-47.9956,-29.7359
812,3,-44.7193,-22.6912
812,4,37.3994,-28.6215
812,5,1.9485,-58.2504
812,6,-41.1913,-71.5975
812,7,-27.7511,-32.0883
812,8,-40.8302,-30.4902
813,0,-16.4180,-8.1536
813,1,-1.5113,-3.6409
813,2,-48.0486,-29.7761
813,3,-44.6923,-22.7288
813,4,37.4325,-28.6272
813,5,1.9298,-58.3335
813,6,-41.2607,-71.6750
813,7,-27.7547,-32.1545
813,8,-40.9122,-30.4911
814,0,-16.4432,-8.1987
814,1,-1.5144,-3.6445
814,2,-48.1012,-29.8162
814,3,-44.6653,-22.7669
814,4,37.4656,-28.6330
814,5,1.9111,-58.4167
814,6,-41.3301,-71.7525
814,7,-27.7586,-32.2206
814,8,-40.9944,-30.4919
815,0,-16.4684,-8.2438
815,1,-1.5177,-3.6482
815,2,-48.1533,-29.8561
815,3,-44.6381,-22.8053
815,4,37.4986,-28.6387
815,5,1.8924,-58.4998
815,6,-41.3995,-71.8300
815,7,-27.7625,-32.2867
815,8,-41.0769,-30.4926
816,0,-16.4936,-8.2890
816,1,-1.5210,-3.6519
816,2,-48.2048,-29.8960
816,3,-44.6109,-22.8442
816,4,37.5317,-28.6445
816,5,1.8736,-58.5829
816,6,-41.4689,-71.9075
816,7,-27.7666,-32.3527
816,8,-41.1595,-30.4930
817,0,-16.5188,-8.3341
817,1,-1.5245,-3.6557
817,2,-48.2559,-29.9357
817,3,-44.5836,-22.8835
817,4,37.5647,-28.6502
817,5,1.8549,-58.6660
817,6,-41.5383,-71.9849
817,7,-27.7708,-32.4187
817,8,-41.2423,-30.4934
818,0,-16.5441,-8.3794
818,1,-1.5280,-3.6595
818,2,-48.3064,-29.9753
818,3,-44.5562,-22.9232
818,4,37.5977,-28.6560
818,5,1.8361,-58.7490
818,6,-41.6077,-72.0622
818,7,-27.7751,-32.4846
818,8,-41.3253,-30.4935
819,0,-16.5693,-8.4246
819,1,-1.5316,-3.6633
819,2,-48.3565,-30.0147
819,3,-44.5287,-22.9633
819,4,37.6307,-28.6617
819,5,1.8174,-58.8321
819,6,-41.6770,-72.1396
819,7,-27.7796,-32.5505
819,8,-41.4086,-30.4935
820,0,-16.5946,-8.4699
820,1,-1.5353,-3.6672
820,2,-48.4060,-30.0541
820,3,-44.5012,-23.0039
820,4,37.6636,-28.6675
820,5,1.7986,-58.9150
820,6,-41.7464,-72.2169
820,7,-27.7842,-32.6163
820,8,-41.4921,-30.4933
821,0,-16.6198,-8.5152
821,1,-1.5391,-3.6711
821,2,-48.4550,-30.0933
821,3,-44.4736,-23.0449
821,4,37.6966,-28.6732
821,5,1.7798,-58.9980
821,6,-41.8157,-72.2942
821,7,-27.7890,-32.6820
821,8,-41.5758,-30.4930
822,0,-16.6451,-8.5606
822,1,-1.5429,-3.6751
822,2,-48.5035,-30.1324
822,3,-44.4459,-23.0864
822,4,37.7295,-28.6790
822,5,1.7610,-59.0809
822,6,-41.8851,-72.3714
822,7,-27.7938,-32.7477
822,8,-41.6597,-30.4924
823,0,-16.6704,-8.6060
823,1,-1.5469,-3.6791
823,2,-48.5515,-30.1714
823,3,-44.4182,-23.1283
823,4,37.7624,-28.6847
823,5,1.7421,-59.1639
823,6,-41.9544,-72.4486
823,7,-27.7988,-32.8133
823,8,-41.7438,-30.4918
824,0,-16.6957,-8.6514
824,1,-1.5509,-3.6832
824,2,-48.5989,-30.2102
824,3,-44.3903,-23.1707
824,4,37.7953,-28.6905
824,5,1.7233,-59.2467
824,6,-42.0237,-72.5258
824,7,-27.8040,-32.8789
824,8,-41.8282,-30.4909
825,0,-16.7210,-8.6968
825,1,-1.5550,-3.6873
825,2,-48.6458,-30.2489
825,3,-44.3625,-23.2135
825,4,37.8281,-28.6962
825,5,1.7044,-59.3296
825,6,-42.0931,-72.6029
825,7,-27.8092,-32.9444
825,8,-41.9128,-30.4898
826,0,-16.7463,-8.7423
826,1,-1.5592,-3.6914
826,2,-48.6921,-30.2875
826,3,-44.3345,-23.2567
826,4,37.8610,-28.7020
826,5,1.6856,-59.4124
826,6,-42.1624,-72.6800
826,7,-27.8146,-33.0099
826,8,-41.9977,-30.4886
827,0,-16.7716,-8.7879
827,1,-1.5635,-3.6956
827,2,-48.7379,-30.3260
827,3,-44.3065,-23.3005
827,4,37.8938,-28.7077
827,5,1.6667,-59.4952
827,6,-42.2317,-72.7570
827,7,-27.8201,-33.0753
827,8,-42.0828,-30.4872
828,0,-16.7970,-8.8334
828,1,-1.5678,-3.6999
828,2,-48.7831,-30.3644
828,3,-44.2784,-23.3447
828,4,37.9266,-28.7134
828,5,1.6478,-59.5780
828,6,-42.3010,-72.8341
828,7,-27.8257,-33.1406
828,8,-42.1681,-30.4855
829,0,-16.8223,-8.8790
829,1,-1.5723,-3.7042
829,2,-48.8278,-30.4026
829,3,-44.2503,-23.3894
829,4,37.9594,-28.7192
829,5,1.6289,-59.6608
829,6,-42.3702,-72.9111
829,7,-27.8314,-33.2059
829,8,-42.2537,-30.4837
830,0,-16.8477,-8.9247
830,1,-1.5768,-3.7085
830,2,-48.8719,-30.4407
830,3,-44.2221,-23.4346
830,4,37.9922,-28.7249
830,5,1.6100,-59.7435
830,6,-42.4395,-72.9880
830,7,-27.8372,-33.2711
830,8,-42.3395,-30.4817
831,0,-16.8731,-8.9703
831,1,-1.5814,-3.7129
831,2,-48.9154,-30.4787
831,3,-44.1938,-23.4802
831,4,38.0249,-28.7306
831,5,1.5910,-59.8262
831,6,-42.5088,-73.0649
831,7,-27.8432,-33.3363
831,8,-42.4256,-30.4796
832,0,-16.8985,-9.0160
832,1,-1.5861,-3.7173
832,2,-48.9584,-30.5165
832,3,-44.1655,-23.5264
832,4,38.0577,-28.7364
832,5,1.5721,-59.9089
832,6,-42.5781,-73.1418
832,7,-27.8493,-33.4014
832,8,-42.5119,-30.4772
833,0,-16.9239,-9.0618
833,1,-1.5908,-3.7217
833,2,-49.0008,-30.5542
833,3,-44.1372,-23.5731
833,4,38.0904,-28.7421
833,5,1.5531,-59.9915
833,6,-42.6473,-73.2187
833,7,-27.8555,-33.4664
833,8,-42.5985,-30.4746
834,0,-16.9493,-9.1075
834,1,-1.5957,-3.7263
834,2,-49.0425,-30.5918
834,3,-44.1088,-23.6203
834,4,38.1231,-28.7478
834,5,1.5341,-60.0742
834,6,-42.7166,-73.2955
834,7,-27.8618,-33.5314
834,8,-42.6854,-30.4718
835,0,-16.9747,-9.1533
835,1,-1.6006,-3.7308
835,2,-49.0837,-30.6292
835,3,-44.0804,-23.6680
835,4,38.1558,-28.7535
835,5,1.5151,-60.1568
835,6,-42.7858,-73.3723
835,7,-27.8682,-33.5963
835,8,-42.7725,-30.4687
836,0,-17.0001,-9.1992
836,1,-1.6056,-3.7354
836,2,-49.1243,-30.6666
836,3,-44.0519,-23.7162
836,4,38.1884,-28.7593
836,5,1.4961,-60.2393
836,6,-42.8550,-73.4490
836,7,-27.8747,-33.6612
836,8,-42.8599,-30.4655
837,0,-17.0256,-9.2451
837,1,-1.6107,-3.7401
837,2,-49.1643,-30.7037
837,3,-44.0234,-23.7650
837,4,38.2211,-28.7650
837,5,1.4771,-60.3219
837,6,-42.9242,-73.5258
837,7,-27.8813,-33.7260
837,8,-42.9475,-30.4621
838,0,-17.0511,-9.2910
838,1,-1.6159,-3.7447
838,2,-49.2036,-30.7408
838,3,-43.9949,-23.8143
838,4,38.2537,-28.7707
838,5,1.4581,-60.4044
838,6,-42.9935,-73.6024
838,7,-27.8881,-33.7907
838,8,-43.0354,-30.4584
839,0,-17.0765,-9.3369
839,1,-1.6211,-3.7495
839,2,-49.2423,-30.7777
839,3,-43.9664,-23.8642
839,4,38.2863,-28.7764
839,5,1.4390,-60.4869
839,6,-43.0627,-73.6791
839,7,-27.8949,-33.8554
839,8,-43.1236,-30.4545
840,0,-17.1020,-9.3829
840,1,-1.6264,-3.7543
840,2,-49.2804,-30.8144
840,3,-43.9378,-23.9146
840,4,38.3189,-28.7822
840,5,1.4200,-60.5694
840,6,-43.1319,-73.7557
840,7,-27.9019,-33.9200
840,8,-43.2121,-30.4504
841,0,-17.1275,-9.4289
841,1,-1.6318,-3.7591
841,2,-49.3179,-30.8511
841,3,-43.9093,-23.9656
841,4,38.3515,-28.7879
841,5,1.4009,-60.6518
841,6,-43.2011,-73.8323
841,7,-27.9090,-33.9846
841,8,-43.3008,-30.4461
842,0,-17.1530,-9.4749
842,1,-1.6373,-3.7639
842,2,-49.3547,-30.8875
842,3,-43.8807,-24.0172
842,4,38.3840,-28.7936
842,5,1.3818,-60.7342
842,6,-43.2702,-73.9088
842,7,-27.9161,-34.0491
842,8,-43.3898,-30.4415
843,0,-17.1786,-9.5210
843,1,-1.6428,-3.7689
843,2,-49.3908,-30.9238
843,3,-43.8521,-24.0693
843,4,38.4166,-28.7993
843,5,1.3627,-60.8166
843,6,-43.3394,-73.9854
843,7,-27.9234,-34.1135
843,8,-43.4791,-30.4367
844,0,-17.2041,-9.5671
844,1,-1.6485,-3.7738
844,2,-49.4263,-30.9600
844,3,-43.8236,-24.1221
844,4,38.4491,-28.8050
844,5,1.3436,-60.8990
844,6,-43.4086,-74.0618
844,7,-27.9308,-34.1779
844,8,-43.5687,-30.4317
845,0,-17.2297,-9.6133
845,1,-1.6542,-3.7788
845,2,-49.4611,-30.9960
845,3,-43.7951,-24.1754
845,4,38.4816,-28.8107
845,5,1.3245,-60.9813
845,6,-43.4777,-74.1383
845,7,-27.9383,-34.2422
845,8,-43.6586,-30.4264
846,0,-17.2552,-9.6595
846,1,-1.6599,-3.7839
846,2,-49.4952,-31.0318
846,3,-43.7666,-24.2294
846,4,38.5141,-28.8165
846,5,1.3054,-61.0637
846,6,-43.5469,-74.2147
846,7,-27.9459,-34.3065
846,8,-43.7487,-30.4209
847,0,-17.2808,-9.7057
847,1,-1.6658,-3.7890
847,2,-49.5286,-31.0675
847,3,-43.7381,-24.2840
847,4,38.5466,-28.8222
847,5,1.2862,-61.1459
847,6,-43.6160,-74.2911
847,7,-27.9535,-34.3707
847,8,-43.8391,-30.4151
848,0,-17.3064,-9.7519
848,1,-1.6717,-3.7941
848,2,-49.5614,-31.1030
848,3,-43.7097,-24.3392
848,4,38.5790,-28.8279
848,5,1.2670,-61.2282
848,6,-43.6852,-74.3675
848,7,-27.9613,-34.4348
848,8,-43.9299,-30.4091
849,0,-17.3320,-9.7982
849,1,-1.6777,-3.7993
849,2,-49.5934,-31.1383
849,3,-43.6814,-24.3950
849,4,38.6114,-28.8336
849,5,1.2479,-61.3105
849,6,-43.7543,-74.4438
849,7,-27.9692,-34.4989
849,8,-44.0209,-30.4029
850,0,-17.3576,-9.8445
850,1,-1.6838,-3.8045
850,2,-49.6247,-31.1735
850,3,-43.6531,-24.4515
850,4,38.6438,-28.8393
850,5,1.2287,-61.3927
850,6,-43.8234,-74.5201
850,7,-27.9772,-34.5629
850,8,-44.1122,-30.3964
851,0,-17.3833,-9.8909
851,1,-1.6900,-3.8098
851,2,-49.6552,-31.2084
851,3,-43.6249,-24.5086
851,4,38.6762,-28.8450
851,5,1.2095,-61.4749
851,6,-43.8925,-74.5963
851,7,-27.9853,-34.6269
851,8,-44.2037,-30.3896
852,0,-17.4089,-9.9373
852,1,-1.6962,-3.8151
852,2,-49.6850,-31.2432
852,3,-43.5968,-24.5664
852,4,38.7086,-28.8507
852,5,1.1902,-61.5570
852,6,-43.9616,-74.6725
852,7,-27.9934,-34.6907
852,8,-44.2956,-30.3826
853,0,-17.4346,-9.9837
853,1,-1.7025,-3.8204
853,2,-49.7140,-31.2777
853,3,-43.5689,-24.6248
853,4,38.7410,-28.8564
853,5,1.1710,-61.6392
853,6,-44.0307,-74.7487
853,7,-28.0017,-34.7546
853,8,-44.3878,-30.3754
854,0,-17.4603,-10.0302
854,1,-1.7089,-3.8258
854,2,-49.7423,-31.3121
854,3,-43.5410,-24.6840
854,4,38.7733,-28.8621
854,5,1.1518,-61.7213
854,6,-44.0998,-74.8249
854,7,-28.0101,-34.8183
854,8,-44.4802,-30.3679
855,0,-17.4860,-10.0766
855,1,-1.7153,-3.8313
855,2,-49.7698,-31.3462
855,3,-43.5133,-24.7438
855,4,38.8056,-28.8678
855,5,1.1325,-61.8034
855,6,-44.1689,-74.9010
855,7,-28.0185,-34.8821
855,8,-44.5730,-30.3602
856,0,-17.5117,-10.1232
856,1,-1.7218,-3.8368
856,2,-49.7965,-31.3801
856,3,-43.4857,-24.8042
856,4,38.8380,-28.8735
856,5,1.1132,-61.8854
856,6,-44.2380,-74.9771
856,7,-28.0271,-34.9457
856,8,-44.6660,-30.3522
857,0,-17.5374,-10.1697
857,1,-1.7284,-3.8423
857,2,-49.8224,-31.4138
857,3,-43.4583,-24.8654
857,4,38.8702,-28.8792
857,5,1.0939,-61.9675
857,6,-44.3070,-75.0532
857,7,-28.0357,-35.0093
857,8,-44.7594,-30.3439
858,0,-17.5631,-10.2163
858,1,-1.7351,-3.8479
858,2,-49.8474,-31.4473
858,3,-43.4310,-24.9273
858,4,38.9025,-28.8849
858,5,1.0746,-62.0495
858,6,-44.3761,-75.1292
858,7,-28.0445,-35.0728
858,8,-44.8530,-30.3355
859,0,-17.5889,-10.2629
859,1,-1.7418,-3.8535
859,2,-49.8717,-31.4805
859,3,-43.4040,-24.9898
859,4,38.9348,-28.8906
859,5,1.0553,-62.1315
859,6,-44.4451,-75.2052
859,7,-28.0533,-35.1363
859,8,-44.9469,-30.3268
860,0,-17.6147,-10.3096
860,1,-1.7486,-3.8592
860,2,-49.8950,-31.5134
860,3,-43.3771,-25.0531
860,4,38.9670,-28.8963
860,5,1.0360,-62.2134
860,6,-44.5142,-75.2812
860,7,-28.0622,-35.1997
860,8,-45.0411,-30.3179
861,0,-17.6405,-10.3563
861,1,-1.7555,-3.8649
861,2,-49.9175,-31.5460
861,3,-43.3505,-25.1170
861,4,38.9992,-28.9020
861,5,1.0167,-62.2954
861,6,-44.5832,-75.3571
861,7,-28.0712,-35.2630
861,8,-45.1356,-30.3087
862,0,-17.6662,-10.4030
862,1,-1.7625,-3.8707
862,2,-49.9392,-31.5784
862,3,-43.3242,-25.1817
862,4,39.0314,-28.9077
862,5,0.9973,-62.3773
862,6,-44.6522,-75.4330
862,7,-28.0803,-35.3263
862,8,-45.2304,-30.2994
863,0,-17.6921,-10.4497
863,1,-1.7695,-3.8765
863,2,-49.9599,-31.6105
863,3,-43.2981,-25.2471
863,4,39.0636,-28.9134
863,5,0.9779,-62.4592
863,6,-44.7213,-75.5089
863,7,-28.0895,-35.3895
863,8,-45.3255,-30.2898
864,0,-17.7179,-10.4965
864,1,-1.7766,-3.8823
864,2,-49.9797,-31.6422
864,3,-43.2723,-25.3131
864,4,39.0958,-28.9191
864,5,0.9586,-62.5410
864,6,-44.7903,-75.5847
864,7,-28.0988,-35.4526
864,8,-45.4209,-30.2800
865,0,-17.7437,-10.5433
865,1,-1.7837,-3.8882
865,2,-49.9986,-31.6737
865,3,-43.2468,-25.3799
865,4,39.1279,-28.9248
865,5,0.9392,-62.6228
865,6,-44.8593,-75.6605
865,7,-28.1082,-35.5157
865,8,-45.5165,-30.2701
866,0,-17.7696,-10.5902
866,1,-1.7910,-3.8941
866,2,-50.0165,-31.7048
866,3,-43.2216,-25.4473
866,4,39.1601,-28.9305
866,5,0.9198,-62.7047
866,6,-44.9283,-75.7363
866,7,-28.1176,-35.5787
866,8,-45.6125,-30.2599
867,0,-17.7955,-10.6371
867,1,-1.7983,-3.9001
867,2,-50.0334,-31.7355
867,3,-43.1967,-25.5155
867,4,39.1922,-28.9362
867,5,0.9003,-62.7864
867,6,-44.9972,-75.8120
867,7,-28.1271,-35.6417
867,8,-45.7088,-30.2496
868,0,-17.8214,-10.6840
868,1,-1.8056,-3.9061
868,2,-50.0494,-31.7658
868,3,-43.1722,-25.5843
868,4,39.2243,-28.9419
868,5,0.8809,-62.8682
868,6,-45.0662,-75.8877
868,7,-28.1368,-35.7046
868,8,-45.8054,-30.2392
869,0,-17.8473,-10.7310
869,1,-1.8131,-3.9122
869,2,-50.0643,-31.7958
869,3,-43.1481,-25.6538
869,4,39.2564,-28.9476
869,5,0.8615,-62.9499
869,6,-45.1352,-75.9634
869,7,-28.1465,-35.7674
869,8,-45.9023,-30.2286
870,0,-17.8732,-10.7779
870,1,-1.8206,-3.9183
870,2,-50.0783,-31.8253
870,3,-43.1244,-25.7240
870,4,39.2884,-28.9533
870,5,0.8420,-63.0317
870,6,-45.2041,-76.0390
870,7,-28.1563,-35.8302
870,8,-45.9994,-30.2180
871,0,-17.8991,-10.8250
871,1,-1.8282,-3.9245
871,2,-50.0911,-31.8544
871,3,-43.1010,-25.7949
871,4,39.3205,-28.9589
871,5,0.8225,-63.1133
871,6,-45.2731,-76.1147
871,7,-28.1661,-35.8929
871,8,-46.0970,-30.2072
872,0,-17.9251,-10.8720
872,1,-1.8358,-3.9307
872,2,-50.1029,-31.8830
